Rank,Term,P-value,Z-score,Combined Score,Overlapping Genes,Adjusted P-value,Old P-value,Old Adjusted P-value
25,PDGFA signaling pathway,3.412288311774752e-06,130.41176470588235,1641.6399128222724,"['PDGFRA', 'RAF1', 'EGFR']",4.8318002494730483e-05,0,0
26,Cytokine-cytokine receptor interaction,5.180690592640923e-06,25.28205128205128,307.6970302783312,"['PDGFRB', 'PDGFRA', 'KIT', 'EGFR', 'VEGFA']",7.053709499211103e-05,0,0
27,Neurotrophin signaling pathway,6.728587362042876e-06,40.692622950819676,484.6143609044507,"['BCL2', 'BRAF', 'RAF1', 'TP53']",8.821925652456215e-05,0,0
28,Trefoil factor initiation of mucosal healing,7.054141025398755e-06,100.56302521008404,1192.8681197467536,"['ERBB2', 'RAF1', 'EGFR']",8.918449724968426e-05,0,0
29,Kit receptor transcriptional targets,9.482777500558207e-06,739.8888888888889,8557.579526684436,"['KIT', 'VEGFA']",0.00011298611274697124,0,0
30,Signaling events mediated by T cell protein tyrosine phosphatase (TC-PTP),9.575094300590783e-06,90.23076923076923,1042.737914575217,"['PDGFRB', 'EGFR', 'VEGFA']",0.00011298611274697124,0,0
31,EGF/EGFR signaling pathway,1.0504622338552375e-05,36.20985401459854,415.0987287528376,"['ERBB2', 'BRAF', 'RAF1', 'EGFR']",0.00011995600993056584,0,0
32,PI3K events in ERBB2 signaling,1.1032325952813076e-05,85.8206599713056,979.6154457787004,"['ERBB4', 'ERBB2', 'EGFR']",0.00012204510585299465,0,0
33,EGFR1 pathway,1.413101921435206e-05,33.5,374.09913079324116,"['TUBB', 'RAF1', 'EGFR', 'VEGFA']",0.00014801045993293447,0,0
34,PDGF genes and receptors,1.4215693891863761e-05,554.8888888888889,6193.205890662571,"['PDGFRB', 'PDGFRA']",0.00014801045993293447,0,0
35,Signaling events mediated by stem cell factor receptor (c-Kit),1.831583965346457e-05,71.78031212484994,782.9612916996459,"['KIT', 'BCL2', 'RAF1']",0.00018525163535218448,0,0
36,Kit receptor signaling pathway,2.0530658518209544e-05,68.95847750865052,744.3096195574882,"['KIT', 'BCL2', 'RAF1']",0.00020188480876239385,0,0
37,Acute myeloid leukemia,2.417270973182761e-05,65.11764705882354,692.2192286932735,"['KIT', 'BRAF', 'RAF1']",0.00022518787487018352,0,0
38,Keratinocyte differentiation,2.417270973182761e-05,65.11764705882354,692.2192286932735,"['BCL2', 'RAF1', 'EGFR']",0.00022518787487018352,0,0
39,Endocytosis,4.228282513730505e-05,25.10532994923858,252.83903105451668,"['PDGFRA', 'ERBB4', 'KIT', 'EGFR']",0.0003765259080665036,0,0
40,Apoptotic DNA fragmentation and tissue homeostasis,4.2545300346497585e-05,277.3888888888889,2791.9028448786567,"['TOP2A', 'TOP2B']",0.0003765259080665036,0,0
41,Renal cell carcinoma,4.484955367711733e-05,52.4486391571554,525.1261034781696,"['BRAF', 'RAF1', 'VEGFA']",0.0003780176667071318,0,0
42,Signaling events mediated by VEGFR1 and VEGFR2,4.484955367711733e-05,52.4486391571554,525.1261034781696,"['BRAF', 'RAF1', 'VEGFA']",0.0003780176667071318,0,0
43,Chronic myeloid leukemia,5.0861068971298995e-05,50.19327731092437,496.2314582905286,"['BRAF', 'RAF1', 'TP53']",0.0004092004185418146,0,0
44,Myc repressed pathway,5.0861068971298995e-05,50.19327731092437,496.2314582905286,"['PDGFRB', 'ERBB2', 'BCL2']",0.0004092004185418146,0,0
45,ATM-dependent DNA damage response,7.200615497738368e-05,44.45495160089352,424.04506775735257,"['ERBB2', 'BCL2', 'TP53']",0.0005664484191554183,0,0
46,CBL-mediated ligand-induced downregulation of EGF receptors,7.361293042472065e-05,201.7070707070707,1919.5836350009777,"['PDGFRA', 'EGFR']",0.0005664995080511111,0,0
47,T cell receptor/Ras pathway,8.583035665856277e-05,184.88888888888889,1731.1401456194585,"['BRAF', 'RAF1']",0.0006329988803569005,0,0
48,Osteoblast signaling,8.583035665856277e-05,184.88888888888889,1731.1401456194585,"['PDGFRB', 'PDGFRA']",0.0006329988803569005,0,0
49,Signaling to p38 via RIT and RIN,9.897575036981038e-05,170.65811965811966,1573.5763478145914,"['BRAF', 'RAF1']",0.0007150492985900585,0,0
50,Signaling by ERBB4,0.00010477271693988004,39.0,357.3849690260219,"['ERBB4', 'RAF1', 'EGFR']",0.0007417908359343507,0,0
51,Activation of BH3-only proteins,0.0001280437171265482,147.88888888888889,1325.5486399086653,"['BCL2', 'TP53']",0.0008716822281307319,0,0
52,SHC1 events in EGFR signaling,0.0001280437171265482,147.88888888888889,1325.5486399086653,"['RAF1', 'EGFR']",0.0008716822281307319,0,0
53,ERBB1 downstream pathway,0.00015447781314025097,34.055396916047975,298.85177601622246,"['BRAF', 'RAF1', 'EGFR']",0.0010317952047480914,0,0
54,TP53 network,0.0001608034054265043,130.47712418300654,1139.760479290825,"['BCL2', 'TP53']",0.001032078265025252,0,0
55,FRS2-mediated activation,0.0001608034054265043,130.47712418300654,1139.760479290825,"['BRAF', 'RAF1']",0.001032078265025252,0,0
56,G alpha i pathway,0.00016326661819608508,33.403361344537814,291.281519714302,"['BRAF', 'RAF1', 'EGFR']",0.001032078265025252,0,0
57,Epidermal growth factor receptor (EGFR) pathway,0.0001770499234811784,32.470588235294116,280.5159708235259,"['ERBB2', 'RAF1', 'EGFR']",0.0010362535157113746,0,0
58,Apoptotic signaling in response to DNA damage,0.00017856345892201654,123.22222222222223,1063.4775841223657,"['BCL2', 'TP53']",0.0010362535157113746,0,0
59,Interleukin-3 regulation of hematopoietic cells,0.00017856345892201654,123.22222222222223,1063.4775841223657,"['KIT', 'BCL2']",0.0010362535157113746,0,0
60,Sprouty regulation of tyrosine kinase signals,0.00017856345892201654,123.22222222222223,1063.4775841223657,"['RAF1', 'EGFR']",0.0010362535157113746,0,0
61,Estrogen receptor signaling pathway,0.00017856345892201654,123.22222222222223,1063.4775841223657,"['BCL2', 'BRAF']",0.0010362535157113746,0,0
62,mTOR signaling pathway,0.00018664631260868848,31.877005347593585,273.70537508790994,"['BRAF', 'RAF1', 'VEGFA']",0.001065690236507673,0,0
63,S1P/S1P1 pathway,0.00019724142352188197,116.73099415204679,995.8416923242859,"['PDGFRB', 'VEGFA']",0.0011083089512181937,0,0
64,Oncostatin M,0.00022822206597608181,16.020358306188925,134.33377116553382,"['MGMT', 'TP53', 'EGFR', 'VEGFA']",0.0012623533024302025,0,0
65,Signaling by PDGF,0.0002340104012489108,29.452792881858628,246.22961896507465,"['PDGFRB', 'PDGFRA', 'RAF1']",0.0012730291251279934,0,0
66,Angiogenesis,0.00023734441315945642,105.60317460317461,881.3639106067293,"['PDGFRA', 'VEGFA']",0.0012730291251279934,0,0
67,Inhibition of cellular proliferation by Gleevec,0.00025876610708752327,100.79797979797979,832.5495793111635,"['BCL2', 'RAF1']",0.0013672119687907945,0,0
68,PDGFB signaling pathway,0.000275787437045545,27.80672268907563,227.90056637383262,"['PDGFRB', 'BRAF', 'RAF1']",0.0014357169516782784,0,0
69,BAD phosphorylation regulation,0.0003284920428102522,88.68888888888888,711.3733953565135,"['KIT', 'BCL2']",0.0016643900821533646,0,0
70,Adrenergic pathway,0.0003291166829116823,26.136084284460054,209.58782672203765,"['BRAF', 'RAF1', 'EGFR']",0.0016643900821533646,0,0
71,p53 signaling pathway,0.0003434136113101654,25.749134948096884,205.3899054134363,"['BCL2', 'TP53', 'EGFR']",0.0017122312451239232,0,0
72,S1P/S1P3 pathway,0.0003795101348772626,82.11111111111111,646.758779988934,"['PDGFRB', 'VEGFA']",0.0018403642157061775,0,0
73,Thyroid cancer,0.0003795101348772626,82.11111111111111,646.758779988934,"['BRAF', 'TP53']",0.0018403642157061775,0,0
74,Apoptosis intrinsic pathway,0.00040637445946356223,79.17460317460318,618.2139479571657,"['BCL2', 'TP53']",0.0019440075493256897,0,0
75,MAPK/TRK pathway,0.0005228284778315545,69.26388888888889,523.3757526021546,"['BRAF', 'RAF1']",0.002435280015162767,0,0
76,EGF receptor transactivation by GPCRs in cardiac hypertrophy,0.0005228284778315545,69.26388888888889,523.3757526021546,"['RAF1', 'EGFR']",0.002435280015162767,0,0
77,Integrated cancer pathway,0.0005541829397838258,67.16161616161617,503.57885305588366,"['BCL2', 'TP53']",0.002547802086798368,0,0
78,Phospholipids as signaling intermediaries,0.000586430503116779,65.18300653594771,485.05650058138406,"['PDGFRA', 'RAF1']",0.002627802507637212,0,0
79,Signaling to ERKs,0.000586430503116779,65.18300653594771,485.05650058138406,"['BRAF', 'RAF1']",0.002627802507637212,0,0
80,Activation of NMDA receptor upon glutamate binding and postsynaptic events,0.0006195695304718364,63.317460317460316,467.69351055771176,"['BRAF', 'RAF1']",0.002741595172337876,0,0
81,EGFR interaction with phospholipase C-gamma,0.0006535983868982156,61.55555555555556,451.387965030658,"['ERBB2', 'EGFR']",0.0028216320605118092,0,0
82,ERBB4 signaling events,0.0006535983868982156,61.55555555555556,451.387965030658,"['ERBB4', 'ERBB2']",0.0028216320605118092,0,0
83,Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling,0.0006885154392429702,59.888888888888886,436.0493719555131,"['RAF1', 'EGFR']",0.0029365598252049574,0,0
84,ERBB1 internalization pathway,0.0007610076105649785,56.81196581196581,407.9591818331578,"['RAF1', 'EGFR']",0.0032071035016666954,0,0
85,Urokinase-type plasminogen activator (uPA) and uPAR-mediated signaling,0.0007985794740225155,55.388888888888886,395.07100210657006,"['PDGFRB', 'EGFR']",0.003325848632987888,0,0
86,Beta-3 integrin cell surface interactions,0.0008370330222898128,54.03523035230352,382.87456973669936,"['PDGFRB', 'VEGFA']",0.003405858504489583,0,0
87,Cell differentiation by G alpha (i/o) pathway inferred from mouse Neuro2A model,0.0008370330222898128,54.03523035230352,382.87456973669936,"['BRAF', 'RAF1']",0.003405858504489583,0,0
88,Gastrin pathway,0.0008763666329947344,52.74603174603175,371.31761233322095,"['BCL2', 'VEGFA']",0.0034857728997768084,0,0
89,ERBB2/ERBB3 signaling events,0.0008763666329947344,52.74603174603175,371.31761233322095,"['ERBB2', 'RAF1']",0.0034857728997768084,0,0
90,Interleukin-3 signaling pathway,0.0009165786855226654,51.51679586563308,360.3529107334306,"['BCL2', 'RAF1']",0.00360520949638915,0,0
91,Alpha-6 beta-1 and alpha-6 beta-4 integrin signaling,0.0009576675617417909,50.343434343434346,349.9377081556704,"['ERBB2', 'EGFR']",0.003725432053369165,0,0
92,Interleukin-5 signaling pathway,0.00108617897822587,47.12293144208038,321.61821357029646,"['BCL2', 'RAF1']",0.0041344877235694405,0,0
93,Ceramide signaling pathway,0.00108617897822587,47.12293144208038,321.61821357029646,"['BCL2', 'RAF1']",0.0041344877235694405,0,0
94,Interleukin-2 receptor beta chain in T cell activation,0.0012225237433500786,44.28888888888889,297.0383992061624,"['BCL2', 'RAF1']",0.004555509527851872,0,0
95,Signaling events mediated by PTP1B,0.0012225237433500786,44.28888888888889,297.0383992061624,"['PDGFRB', 'EGFR']",0.004555509527851872,0,0
96,Amyotrophic lateral sclerosis (ALS),0.001269705243146536,43.41830065359477,289.55536610866125,"['BCL2', 'TP53']",0.004633769650246121,0,0
97,JNK/MAPK pathway,0.001269705243146536,43.41830065359477,289.55536610866125,"['ERBB4', 'TP53']",0.004633769650246121,0,0
98,Pathogenic Escherichia coli infection,0.0014670547641947606,40.25252525252525,262.62753860977597,"['TUBB3', 'TUBB']",0.005299361086989237,0,0
99,ATF2 transcription factor network,0.0015708812917978867,38.83625730994152,250.73147869740146,"['PDGFRA', 'BCL2']",0.005617090679762141,0,0
100,Leptin signaling pathway,0.0016781253536833002,37.516007532956685,239.7302132401702,"['ERBB2', 'RAF1']",0.005940563752038883,0,0
101,Signaling events mediated by focal adhesion kinase,0.001733024993070724,36.888888888888886,234.53538144866536,"['BRAF', 'RAF1']",0.0060741668073963995,0,0
102,MAPK cascade role in angiogenesis,0.0018453715711163692,35.69534050179212,224.7048323380627,"['RAF1', 'VEGFA']",0.006404524864462693,0,0
103,Thyroid-stimulating hormone signaling pathway,0.0019611040165530415,34.576388888888886,215.55777257871145,"['BRAF', 'RAF1']",0.006740105066599773,0,0
104,CD8/T cell receptor downstream pathway,0.002080209719608933,33.525252525252526,207.02804146104273,"['BRAF', 'RAF1']",0.007080713853284253,0,0
105,BDNF signaling pathway,0.0021249721918369076,13.489740082079344,83.0158140993388,"['PDGFRA', 'TUBB', 'VEGFA']",0.0071536453272437826,0,0
106,FSH regulation of apoptosis,0.0021716199463853387,13.384615384615385,82.078234271577,"['TUBB', 'TP53', 'VEGFA']",0.0071536453272437826,0,0
107,CDC42 signaling events,0.0022026761035863623,32.5359477124183,199.05760409273054,"['BRAF', 'RAF1']",0.0071536453272437826,0,0
108,Long-term depression,0.0022026761035863623,32.5359477124183,199.05760409273054,"['BRAF', 'RAF1']",0.0071536453272437826,0,0
109,Long-term potentiation,0.0022026761035863623,32.5359477124183,199.05760409273054,"['BRAF', 'RAF1']",0.0071536453272437826,0,0
110,Mitochondrial pathway of apoptosis: multidomain Bcl-2 family,0.002265165629135075,32.06280193236715,195.26590722566357,"['BCL2', 'TP53']",0.00722933971230483,0,0
111,Interleukin-4 regulation of apoptosis,0.00226682685894304,13.179144385026738,80.2527429151964,"['TOP2A', 'KIT', 'EGFR']",0.00722933971230483,0,0
112,Adherens junction cell adhesion,0.0024576407666974747,30.72222222222222,184.5961136225927,"['ERBB2', 'EGFR']",0.007767900280454518,0,0
113,Insulin signaling pathway,0.0025161381300716525,12.691713181623014,75.96028466359836,"['BCL2', 'BRAF', 'RAF1']",0.007836016049212005,0,0
114,Prolactin activation of MAPK signaling,0.002523462795508951,30.299847792998477,181.25742230270302,"['ERBB2', 'RAF1']",0.007836016049212005,0,0
115,VEGF signaling pathway,0.002590114053356257,29.88888888888889,178.0198173382836,"['RAF1', 'VEGFA']",0.007973046738157522,0,0
116,T cell receptor regulation of apoptosis,0.002697568798648085,8.08889816360601,47.84910343677393,"['TOP2A', 'TUBB', 'ERBB2', 'BCL2']",0.008232235816563984,0,0
117,Signaling by SCF-KIT,0.002725898036056179,29.099415204678362,171.83080571225088,"['KIT', 'RAF1']",0.008247588929605875,0,0
118,Signal transduction,0.0027875511638667918,6.2282430213464695,36.638211248636495,"['ERBB4', 'KIT', 'ERBB2', 'BRAF', 'EGFR']",0.008362653491600376,0,0
119,Small cell lung cancer,0.00315299016661952,26.962059620596207,155.2853944898215,"['BCL2', 'TP53']",0.009379483352800925,0,0
120,C-Myb transcription factor network,0.0032270347482887224,26.635876840696117,152.78849293856263,"['KIT', 'BCL2']",0.009519752507451731,0,0
121,Progesterone-mediated oocyte maturation,0.0033018930995042783,26.317460317460316,150.3584751342039,"['BRAF', 'RAF1']",0.009660083944004251,0,0
122,Axon guidance,0.003947898966511218,10.773474607234197,59.62656819755095,"['ERBB2', 'RAF1', 'EGFR']",0.011455378968401403,0,0
123,Integrin-mediated cell adhesion,0.004434499847536051,22.541950113378686,122.13995997533476,"['BRAF', 'RAF1']",0.012762706878274487,0,0
124,GnRH signaling pathway,0.0045213816583109445,22.31313131313131,120.46720485255871,"['RAF1', 'EGFR']",0.012804552856336594,0,0
125,Melanogenesis,0.0045213816583109445,22.31313131313131,120.46720485255871,"['KIT', 'RAF1']",0.012804552856336594,0,0
126,GRB7 events in ERBB2 signaling,0.00499044069595166,262.8421052631579,1393.123889480945,['ERBB2'],0.013589353895129904,0,0
127,Activation of NOXA and translocation to mitochondria,0.00499044069595166,262.8421052631579,1393.123889480945,['TP53'],0.013589353895129904,0,0
128,Polo-like kinase 3 (PLK3) pathway,0.00499044069595166,262.8421052631579,1393.123889480945,['TP53'],0.013589353895129904,0,0
129,Neurophilin interactions with VEGF and VEGF receptor,0.00499044069595166,262.8421052631579,1393.123889480945,['VEGFA'],0.013589353895129904,0,0
130,Neuroregulin receptor degredation protein-1 controls ErbB3 receptor recycling,0.00499044069595166,262.8421052631579,1393.123889480945,['EGFR'],0.013589353895129904,0,0
131,Leptin influence on immune response,0.005338663152530057,20.444444444444443,106.98128006787495,"['BCL2', 'VEGFA']",0.014426616457981984,0,0
132,Signaling by EGFR in cancer,0.005433372033180589,20.25586136595311,105.63827374651856,"['RAF1', 'EGFR']",0.014571315907166125,0,0
133,Fas signaling pathway,0.005819937761576638,19.534906588003935,100.535726926328,"['TP53', 'EGFR']",0.015490661410512255,0,0
134,Vascular smooth muscle contraction,0.005918504340178452,19.362573099415204,99.32363953504839,"['BRAF', 'RAF1']",0.01558040122667493,0,0
135,Signaling by EGFR,0.0059856908667451705,210.26315789473685,1076.2074808846232,['EGFR'],0.01558040122667493,0,0
136,Fas signaling pathway in hepatocytes,0.0059856908667451705,210.26315789473685,1076.2074808846232,['EGFR'],0.01558040122667493,0,0
137,p53 activity regulation,0.00611793733360443,19.026819923371647,96.97076380041771,"['BCL2', 'TP53']",0.015808392818218747,0,0
138,G alpha s pathway,0.0063204269576158725,18.702448210922785,94.70860892196673,"['BRAF', 'RAF1']",0.016213269152145063,0,0
139,Gamma-secretase-mediated ErbB4 signaling pathway,0.006979995894180786,175.21052631578948,869.8689177892479,['ERBB4'],0.017279150675104882,0,0
140,BAD activation and translocation to mitochondria,0.006979995894180786,175.21052631578948,869.8689177892479,['BCL2'],0.017279150675104882,0,0
141,Inactivation of BCL-2 by BH3-only proteins,0.006979995894180786,175.21052631578948,869.8689177892479,['BCL2'],0.017279150675104882,0,0
142,MEK activation,0.006979995894180786,175.21052631578948,869.8689177892479,['RAF1'],0.017279150675104882,0,0
143,FYVE-finger proteins in vesicle transport,0.006979995894180786,175.21052631578948,869.8689177892479,['EGFR'],0.017279150675104882,0,0
144,Signaling by FGFR in disease,0.007160717123418115,17.50793650793651,86.47423962180392,"['BRAF', 'RAF1']",0.017603429595069532,0,0
145,Downregulation of ERBB4 signaling,0.0079733565142536,150.17293233082708,725.5830081396662,['ERBB4'],0.0193832543804624,0,0
146,Developmental biology,0.008037248610949933,8.278882776132036,39.93458578861947,"['ERBB2', 'RAF1', 'EGFR']",0.0193832543804624,0,0
147,NGF signaling via TRKA from the plasma membrane,0.008048978513920828,16.456053067993366,79.35454511781225,"['BRAF', 'RAF1']",0.0193832543804624,0,0
148,Natural killer cell-mediated cytotoxicity,0.008163347244468235,16.333333333333332,78.53231621226735,"['BRAF', 'RAF1']",0.019525844084741593,0,0
149,Gene expression regulation by hypoxia-inducible factor,0.008965773496317424,131.39473684210526,619.439581424405,['VEGFA'],0.021062933244378895,0,0
150,EGFR transactivation by gastrin,0.008965773496317424,131.39473684210526,619.439581424405,['EGFR'],0.021062933244378895,0,0
151,Interleukin-5 regulation of apoptosis,0.00898447152514467,15.522691705790297,73.14692162054195,"['BCL2', 'RAF1']",0.021062933244378895,0,0
152,Cell cycle,0.009880084358162667,7.658823529411765,35.36258215374221,"['TOP2A', 'TUBB', 'TP53']",0.02288873804566697,0,0
153,Glycoprotein 1b-IX-V activation signaling,0.009957247624386196,116.78947368421052,538.3357753631753,['RAF1'],0.02288873804566697,0,0
154,Splicing regulation through Sam68,0.009957247624386196,116.78947368421052,538.3357753631753,['RAF1'],0.02288873804566697,0,0
155,Phagosome,0.010219143029655308,14.494152046783626,66.43383792509559,"['TUBB3', 'TUBB']",0.02333920408063212,0,0
156,Integrin signaling pathway,0.010346551736963104,14.398692810457517,65.81789321952054,"['BRAF', 'RAF1']",0.023478713556954734,0,0
157,Hemostasis pathway,0.010793226314981008,7.40607210626186,33.54088993329185,"['RAF1', 'TP53', 'VEGFA']",0.024221962592568858,0,0
158,BTG family proteins and cell cycle regulation,0.010947779702855981,105.10526315789474,474.5101770765117,['TP53'],0.024221962592568858,0,0
159,Signaling by VEGF,0.010947779702855981,105.10526315789474,474.5101770765117,['VEGFA'],0.024221962592568858,0,0
160,Telomerase protein component gene hTERT transcriptional regulation,0.010947779702855981,105.10526315789474,474.5101770765117,['TP53'],0.024221962592568858,0,0
161,MAP kinase downregulation by phosphorylation of MEK1 by Cdk5/p35,0.01292602095289387,87.57894736842105,380.83817987374294,['RAF1'],0.02807246268297196,0,0
162,Double stranded RNA-induced gene expression,0.01292602095289387,87.57894736842105,380.83817987374294,['TP53'],0.02807246268297196,0,0
163,Downregulation of ERBB2-ERBB3 signaling,0.01292602095289387,87.57894736842105,380.83817987374294,['ERBB2'],0.02807246268297196,0,0
164,CARM1 transcriptional regulation by protein methylation,0.013913731760820029,80.83805668016194,345.57291333057793,['BCL2'],0.02985127905048661,0,0
165,MAP kinase inactivation of SMRT corepressor,0.013913731760820029,80.83805668016194,345.57291333057793,['EGFR'],0.02985127905048661,0,0
166,TGF-beta signaling pathway,0.014493199817507088,12.020036429872496,50.893744373150106,"['RAF1', 'TP53']",0.030907185152997042,0,0
167,Calcium signaling by HBx of hepatitis B virus,0.014900503788898576,75.06015037593986,315.7300332957057,['RAF1'],0.03139749012660771,0,0
168,Stress induction of HSP regulation,0.014900503788898576,75.06015037593986,315.7300332957057,['BCL2'],0.03139749012660771,0,0
169,Chemokine signaling pathway,0.015092434491098544,11.760546642899584,49.31857782921134,"['BRAF', 'RAF1']",0.0314176737659225,0,0
170,Transmission across chemical synapses,0.015243907578614858,11.69739952718676,48.936952423895015,"['BRAF', 'RAF1']",0.0314176737659225,0,0
171,Rap1 signaling,0.015886337864689626,70.05263157894737,290.1787210723924,['RAF1'],0.0314176737659225,0,0
172,Rb tumor suppressor/checkpoint signaling in response to DNA damage,0.015886337864689626,70.05263157894737,290.1787210723924,['TP53'],0.0314176737659225,0,0
173,Hypoxia-inducible factor in the cardivascular system,0.015886337864689626,70.05263157894737,290.1787210723924,['VEGFA'],0.0314176737659225,0,0
174,Inhibition of platelet activation by aspirin,0.015886337864689626,70.05263157894737,290.1787210723924,['RAF1'],0.0314176737659225,0,0
175,Serotonin receptor 2 and ELK-SRF/GATA4 signaling,0.015886337864689626,70.05263157894737,290.1787210723924,['RAF1'],0.0314176737659225,0,0
176,KIT signaling regulation,0.015886337864689626,70.05263157894737,290.1787210723924,['KIT'],0.0314176737659225,0,0
177,Sprouty regulation of FGF signaling,0.015886337864689626,70.05263157894737,290.1787210723924,['BRAF'],0.0314176737659225,0,0
178,Control of cell cycle and breast tumor growth by estrogen-responsive protein Efp,0.015886337864689626,70.05263157894737,290.1787210723924,['TP53'],0.0314176737659225,0,0
179,PI3K subunit p85 role in regulation of actin organization and cell migration,0.015886337864689626,70.05263157894737,290.1787210723924,['PDGFRA'],0.0314176737659225,0,0
180,Post-chaperonin tubulin folding pathway,0.016871234817272356,65.67105263157895,268.0787715603985,['TUBB3'],0.03228333581251035,0,0
181,Inflammasomes,0.016871234817272356,65.67105263157895,268.0787715603985,['BCL2'],0.03228333581251035,0,0
182,SHC-related events,0.016871234817272356,65.67105263157895,268.0787715603985,['RAF1'],0.03228333581251035,0,0
183,Beta-arrestin-dependent recruitment of Src kinases in GPCR signaling,0.016871234817272356,65.67105263157895,268.0787715603985,['RAF1'],0.03228333581251035,0,0
