Rank,Term,P-value,Z-score,Combined Score,Overlapping Genes,Adjusted P-value,Old P-value,Old Adjusted P-value
42,ESR-mediated Signaling R-HSA-8939211,0.0008282338460568783,18.88235294117647,133.9932365669352,"['ERBB4', 'BCL2', 'EGFR']",0.004910243515908635,0,0
43,SUMOylation Of DNA Replication Proteins R-HSA-4615885,0.0009165786855226654,51.51679586563308,360.3529107334306,"['TOP2A', 'TOP2B']",0.0053076300626777595,0,0
44,Signaling By PDGF R-HSA-186797,0.0012225237433500786,44.28888888888889,297.0383992061624,"['PDGFRB', 'PDGFRA']",0.006918373002140218,0,0
45,Intrinsic Pathway For Apoptosis R-HSA-109606,0.001366658495614331,41.77568134171908,275.5267677897696,"['BCL2', 'TP53']",0.007562177009065965,0,0
46,Signaling By ERBB4 R-HSA-1236394,0.0014670547641947606,40.25252525252525,262.62753860977597,"['ERBB4', 'EGFR']",0.007941231223575986,0,0
47,"Cell Cycle, Mitotic R-HSA-69278",0.0016049326976989573,9.374277456647398,60.32041432112944,"['TOP2A', 'TUBB3', 'TUBB', 'TP53']",0.008502728547383837,0,0
48,Signaling By Nuclear Receptors R-HSA-9006931,0.002101885867550873,13.542915999084459,83.49099783268514,"['ERBB4', 'BCL2', 'EGFR']",0.010903532937920154,0,0
49,Extra-nuclear Estrogen Signaling R-HSA-9009391,0.0023926495225994084,31.156494522691705,188.04047198052453,"['BCL2', 'EGFR']",0.012158565941372504,0,0
50,Nuclear Envelope (NE) Reassembly R-HSA-2995410,0.002523462795508951,30.299847792998477,181.25742230270302,"['TUBB3', 'TUBB']",0.012566844721634577,0,0
51,Cell Cycle R-HSA-1640170,0.0036145589033111957,7.434615384615385,41.80324720549016,"['TOP2A', 'TUBB3', 'TUBB', 'TP53']",0.017647552292637016,0,0
52,Potential Therapeutics For SARS R-HSA-9679191,0.004178606166116967,23.257309941520468,127.39837006488538,"['TUBB', 'VEGFA']",0.020009094910829323,0,0
53,Signaling To P38 Via RIT And RIN R-HSA-187706,0.00499044069595166,262.8421052631579,1393.123889480945,['BRAF'],0.022593086059853877,0,0
54,Activation Of NOXA And Translocation To Mitochondria R-HSA-111448,0.00499044069595166,262.8421052631579,1393.123889480945,['TP53'],0.022593086059853877,0,0
55,GRB7 Events In ERBB2 Signaling R-HSA-1306955,0.00499044069595166,262.8421052631579,1393.123889480945,['ERBB2'],0.022593086059853877,0,0
56,Generic Transcription Pathway R-HSA-212436,0.0054102438496545285,5.286919831223629,27.594872468027884,"['KIT', 'ERBB2', 'TP53', 'EGFR', 'VEGFA']",0.0240562628314996,0,0
57,PTK6 Promotes HIF1A Stabilization R-HSA-8857538,0.0059856908667451705,210.26315789473685,1076.2074808846232,['EGFR'],0.025697190100337025,0,0
58,Negative Feedback Regulation Of MAPK Pathway R-HSA-5674499,0.0059856908667451705,210.26315789473685,1076.2074808846232,['BRAF'],0.025697190100337025,0,0
59,Estrogen-dependent Gene Expression R-HSA-9018519,0.00621880080268648,18.863247863247864,95.82866034621067,"['ERBB4', 'BCL2']",0.026245447455405652,0,0
60,ARMS-mediated Activation R-HSA-170984,0.006979995894180786,175.21052631578948,869.8689177892479,['BRAF'],0.02849211438772157,0,0
61,RUNX3 Regulates CDKN1A Transcription R-HSA-8941855,0.006979995894180786,175.21052631578948,869.8689177892479,['TP53'],0.02849211438772157,0,0
62,Gain-of-function MRAS Complexes Activate RAF Signaling R-HSA-9726842,0.0079733565142536,150.17293233082708,725.5830081396662,['BRAF'],0.030081299576502223,0,0
63,VEGF Binds To VEGFR Leading To Receptor Dimerization R-HSA-195399,0.0079733565142536,150.17293233082708,725.5830081396662,['VEGFA'],0.030081299576502223,0,0
64,Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303,0.0079733565142536,150.17293233082708,725.5830081396662,['EGFR'],0.030081299576502223,0,0
65,DNA Damage Reversal R-HSA-73942,0.0079733565142536,150.17293233082708,725.5830081396662,['MGMT'],0.030081299576502223,0,0
66,EGFR Transactivation By Gastrin R-HSA-2179392,0.0079733565142536,150.17293233082708,725.5830081396662,['EGFR'],0.030081299576502223,0,0
67,RNA Polymerase II Transcription R-HSA-73857,0.008154732284497954,4.762305534302474,22.902674386072242,"['KIT', 'ERBB2', 'TP53', 'EGFR', 'VEGFA']",0.030306393117014784,0,0
68,PI5P Regulates TP53 Acetylation R-HSA-6811555,0.008965773496317424,131.39473684210526,619.439581424405,['TP53'],0.031006633341431094,0,0
69,Activation Of PUMA And Translocation To Mitochondria R-HSA-139915,0.008965773496317424,131.39473684210526,619.439581424405,['TP53'],0.031006633341431094,0,0
70,BH3-only Proteins Associate With And Inactivate Anti-Apoptotic BCL-2 Members R-HSA-111453,0.008965773496317424,131.39473684210526,619.439581424405,['BCL2'],0.031006633341431094,0,0
71,Downregulation Of ERBB4 Signaling R-HSA-1253288,0.008965773496317424,131.39473684210526,619.439581424405,['ERBB4'],0.031006633341431094,0,0
72,EGFR Interacts With Phospholipase C-gamma R-HSA-212718,0.008965773496317424,131.39473684210526,619.439581424405,['EGFR'],0.031006633341431094,0,0
73,Signaling By Interleukins R-HSA-449147,0.009880084358162667,7.658823529411765,35.36258215374221,"['BCL2', 'TP53', 'VEGFA']",0.03305806211296217,0,0
74,PI3K Events In ERBB4 Signaling R-HSA-1250342,0.009957247624386196,116.78947368421052,538.3357753631753,['ERBB4'],0.03305806211296217,0,0
75,Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285,0.009957247624386196,116.78947368421052,538.3357753631753,['ERBB2'],0.03305806211296217,0,0
76,Post-translational Protein Modification R-HSA-597592,0.01014260505897915,4.499758103531688,20.65843627169994,"['TOP2A', 'TOP2B', 'TUBB3', 'TUBB', 'TP53']",0.033230377101129055,0,0
77,Regulation Of Gene Expression By Hypoxia-inducible Factor R-HSA-1234158,0.010947779702855981,105.10526315789474,474.5101770765117,['VEGFA'],0.034948681359117176,0,0
78,Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770,0.010947779702855981,105.10526315789474,474.5101770765117,['PDGFRA'],0.034948681359117176,0,0
79,Frs2-mediated Activation R-HSA-170968,0.011937370540334344,95.54545454545455,423.0830518492731,['BRAF'],0.03624884468955185,0,0
80,TP53 Regulates Transcription Of Caspase Activators And Caspases R-HSA-6803207,0.011937370540334344,95.54545454545455,423.0830518492731,['TP53'],0.03624884468955185,0,0
81,GRB2 Events In EGFR Signaling R-HSA-179812,0.011937370540334344,95.54545454545455,423.0830518492731,['EGFR'],0.03624884468955185,0,0
82,TP53 Regulates Transcription Of Death Receptors And Ligands R-HSA-6803211,0.011937370540334344,95.54545454545455,423.0830518492731,['TP53'],0.03624884468955185,0,0
83,Gene Expression (Transcription) R-HSA-74160,0.012275146680212762,4.278855032317636,18.82772658474366,"['KIT', 'ERBB2', 'TP53', 'EGFR', 'VEGFA']",0.036825440040638285,0,0
84,SHC1 Events In EGFR Signaling R-HSA-180336,0.01292602095289387,87.57894736842105,380.83817987374294,['EGFR'],0.03742533973570434,0,0
85,SHC1 Events In ERBB4 Signaling R-HSA-1250347,0.01292602095289387,87.57894736842105,380.83817987374294,['ERBB4'],0.03742533973570434,0,0
86,Downregulation Of ERBB2:ERBB3 Signaling R-HSA-1358803,0.01292602095289387,87.57894736842105,380.83817987374294,['ERBB2'],0.03742533973570434,0,0
87,Apoptosis R-HSA-109581,0.013470378493855123,12.502525252525253,53.85165429885327,"['BCL2', 'TP53']",0.03761988926961109,0,0
88,TP53 Regulates Transcription Of Genes Involved In G1 Cell Cycle Arrest R-HSA-6804116,0.013913731760820029,80.83805668016194,345.57291333057793,['TP53'],0.03761988926961109,0,0
89,TP53 Regulates Transcription Of Additional Cell Death Genes With Uncertain Roles In P53-Dependent Apoptosis R-HSA-6803205,0.013913731760820029,80.83805668016194,345.57291333057793,['TP53'],0.03761988926961109,0,0
90,Prolonged ERK Activation Events R-HSA-169893,0.013913731760820029,80.83805668016194,345.57291333057793,['BRAF'],0.03761988926961109,0,0
91,Regulation Of TP53 Activity Thru Association With Co-factors R-HSA-6804759,0.013913731760820029,80.83805668016194,345.57291333057793,['TP53'],0.03761988926961109,0,0
92,Constitutive Signaling By EGFRvIII R-HSA-5637810,0.013913731760820029,80.83805668016194,345.57291333057793,['EGFR'],0.03761988926961109,0,0
93,G2/M Transition R-HSA-69275,0.014050802016360768,12.222222222222221,52.12870424442455,"['TUBB', 'TP53']",0.03761988926961109,0,0
94,Mitotic G2-G2/M Phases R-HSA-453274,0.014345062286281806,12.086691086691086,51.30014111982614,"['TUBB', 'TP53']",0.03799915435408691,0,0
95,Activation Of BAD And Translocation To Mitochondria R-HSA-111447,0.014900503788898576,75.06015037593986,315.7300332957057,['BCL2'],0.03905500466774469,0,0
96,Spry Regulation Of FGF Signaling R-HSA-1295596,0.015886337864689626,70.05263157894737,290.1787210723924,['BRAF'],0.04078039307533729,0,0
97,Regulation Of KIT Signaling R-HSA-1433559,0.015886337864689626,70.05263157894737,290.1787210723924,['KIT'],0.04078039307533729,0,0
98,Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,0.016871234817272356,65.67105263157895,268.0787715603985,['TP53'],0.04200937469500817,0,0
99,GAB1 Signalosome R-HSA-180292,0.016871234817272356,65.67105263157895,268.0787715603985,['EGFR'],0.04200937469500817,0,0
100,Gastrin-CREB Signaling Pathway Via PKC And MAPK R-HSA-881907,0.016871234817272356,65.67105263157895,268.0787715603985,['EGFR'],0.04200937469500817,0,0
101,Signaling By NOTCH R-HSA-157118,0.017272913788451638,10.933665008291873,44.37554425782287,"['TP53', 'EGFR']",0.04225871123722121,0,0
102,TP53 Regulates Transcription Of Genes Involved In G2 Cell Cycle Arrest R-HSA-6804114,0.017855195476470426,61.804953560371516,248.79341471282055,['TP53'],0.04225871123722121,0,0
103,VEGFR2 Mediated Cell Proliferation R-HSA-5218921,0.017855195476470426,61.804953560371516,248.79341471282055,['VEGFA'],0.04225871123722121,0,0
104,Regulation Of NF-kappa B Signaling R-HSA-9758274,0.017855195476470426,61.804953560371516,248.79341471282055,['TP53'],0.04225871123722121,0,0
105,Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382,0.017855195476470426,61.804953560371516,248.79341471282055,['EGFR'],0.04225871123722121,0,0
106,Programmed Cell Death R-HSA-5357801,0.018082522408633755,10.665587918015103,42.798971667221224,"['BCL2', 'TP53']",0.04225871123722121,0,0
107,Transcription Of E2F Targets Under Negative Control By DREAM Complex R-HSA-1362277,0.018838220672014273,58.36842105263158,231.83163218032678,['TOP2A'],0.04225871123722121,0,0
108,Regulation Of TP53 Activity Thru Methylation R-HSA-6804760,0.018838220672014273,58.36842105263158,231.83163218032678,['TP53'],0.04225871123722121,0,0
109,SUMOylation Of Transcription Factors R-HSA-3232118,0.018838220672014273,58.36842105263158,231.83163218032678,['TP53'],0.04225871123722121,0,0
110,Signaling By KIT In Disease R-HSA-9669938,0.018838220672014273,58.36842105263158,231.83163218032678,['KIT'],0.04225871123722121,0,0
111,Signaling By PDGFR In Disease R-HSA-9671555,0.018838220672014273,58.36842105263158,231.83163218032678,['PDGFRA'],0.04225871123722121,0,0
112,TP53 Regulates Transcription Of Genes Involved In Cytochrome C Release R-HSA-6803204,0.019820311238232097,55.29362880886426,216.80897525048422,['TP53'],0.043291732441401685,0,0
113,Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572,0.019820311238232097,55.29362880886426,216.80897525048422,['ERBB2'],0.043291732441401685,0,0
114,Signal Transduction By L1 R-HSA-445144,0.019820311238232097,55.29362880886426,216.80897525048422,['EGFR'],0.043291732441401685,0,0
115,TP53 Regulates Transcription Of Additional Cell Cycle Genes With Uncertain Roles In P53 Pathway R-HSA-6804115,0.020801468010995312,52.526315789473685,203.4203291515269,['TP53'],0.04465142702360201,0,0
116,Inflammasomes R-HSA-622312,0.020801468010995312,52.526315789473685,203.4203291515269,['BCL2'],0.04465142702360201,0,0
117,Mitotic Anaphase R-HSA-68882,0.0221882622013249,9.541062801932368,36.33419769425859,"['TUBB3', 'TUBB']",0.04719829266071584,0,0
118,Mitotic Metaphase And Anaphase R-HSA-2555396,0.022367062385399473,9.4992784992785,36.09883357673127,"['TUBB3', 'TUBB']",0.04719829266071584,0,0
119,Long-term Potentiation R-HSA-9620244,0.02276098349039011,47.74641148325359,180.61070687273846,['ERBB4'],0.047625923437875105,0,0
120,Defective Intrinsic Pathway For Apoptosis R-HSA-9734009,0.023739343866497245,45.66819221967963,170.827422984315,['TP53'],0.04845161166194929,0,0
121,Sema4D In Semaphorin Signaling R-HSA-400685,0.023739343866497245,45.66819221967963,170.827422984315,['ERBB2'],0.04845161166194929,0,0
122,Signaling By EGFR In Cancer R-HSA-1643713,0.023739343866497245,45.66819221967963,170.827422984315,['EGFR'],0.04845161166194929,0,0
